system:index,BoundaryScore,C3_-1_-1,C3_-1_0,C3_-1_1,C3_0_-1,C3_0_0,C3_0_1,C3_1_-1,C3_1_0,C3_1_1,Class,Method,Original_ID,PointID,RF_Pred,WC_-1_-1,WC_-1_0,WC_-1_1,WC_0_-1,WC_0_0,WC_0_1,WC_1_-1,WC_1_0,WC_1_1,center_C3,center_WC,has_C1,has_C1_nb8,has_C3,lat,lon,margin,n_C1,n_C1_nb8,n_C2,n_C2_nb8,n_C3,n_C3_nb8,note,prob_1,prob_2,prob_3,suggest_C_if_uncertain,.geo
0000000000000000000d,1720.675915029071,2,2,2,2,2,2,2,2,2,2,BAMS150,7784,14,2,40,40,30,40,30,30,40,30,60,2,30,0,0,0,31.76743780266808,118.95333787135982,0.5199999809265137,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.23999999463558197,0.7599999904632568,0.0,2,"{""type"":""Point"",""coordinates"":[118.95333787135982,31.76743780266808]}"
00000000000000000045,1128.5984653106664,2,2,2,2,2,2,2,2,2,2,BAMS150,9359,70,2,10,10,10,30,10,10,10,10,10,2,10,0,0,0,32.533700740022034,118.76657812379138,0.5166666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.23999999463558197,0.7566666666666667,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.76657812379139,32.533700740022034]}"
0000000000000000004c,1107.7457910124492,2,2,2,2,2,2,2,2,2,2,BAMS150,6255,77,2,40,40,40,40,40,40,40,40,40,2,40,0,0,0,31.773456515071683,118.92962234785908,0.5199999809265137,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.23999999463558197,0.7599999904632568,0.0,2,"{""type"":""Point"",""coordinates"":[118.92962234785908,31.773456515071683]}"
00000000000000000073,966.9882467571887,2,2,3,2,2,3,2,3,3,2,BAMS150,6074,116,2,30,30,80,30,30,80,10,80,80,2,30,0,0,1,31.87793058261478,118.84239593377106,0.4933333333333333,0,0,5,4,4,4,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.23999999463558197,0.7333333333333333,0.02666666666666667,2,"{""type"":""Point"",""coordinates"":[118.84239593377107,31.87793058261478]}"
0000000000000000000b,1803.9752935483548,2,2,2,2,2,2,2,2,2,2,BAMS150,8323,12,2,60,40,40,40,40,40,40,40,60,2,40,0,0,0,32.099814457792306,118.91938155362013,0.5066666666666666,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24666666666666667,0.7533333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.91938155362013,32.099814457792306]}"
0000000000000000001f,1384.0107439232688,2,2,2,2,2,3,2,2,2,2,BAMS150,6104,32,2,30,30,30,60,60,80,30,30,60,2,60,0,0,1,31.24228268757181,118.87239966426066,0.5033333333333333,0,0,8,7,1,1,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24666666666666667,0.75,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.87239966426066,31.2422826875718]}"
00000000000000000061,1028.8007604314607,2,1,2,1,2,2,2,2,2,2,BAMS150,6192,98,2,10,50,10,50,10,10,10,10,10,2,10,1,1,0,32.05552751428521,119.04568468256733,0.5066666666666666,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24666666666666667,0.7533333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[119.04568468256734,32.05552751428521]}"
00000000000000000086,930.2031966266061,2,2,2,2,2,2,2,2,2,2,BAMS150,9455,135,2,40,40,40,40,40,40,40,40,40,2,40,0,0,0,31.67006042586952,119.0477508077208,0.5066666666666666,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.24666666666666667,0.7533333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[119.04775080772083,31.670060425869515]}"
00000000000000000056,1073.9223029460577,2,2,2,2,2,2,2,2,2,2,BAMS150,7639,87,2,60,60,10,10,10,10,10,10,10,2,10,0,0,0,31.769054770179498,118.649617473799,0.4633333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.25666666666666665,0.7200000286102295,0.023333333333333334,2,"{""type"":""Point"",""coordinates"":[118.649617473799,31.769054770179498]}"
00000000000000000094,904.2144623812665,2,2,2,2,2,2,1,2,2,2,BAMS150,9681,149,2,10,10,10,10,10,40,50,10,40,2,10,1,1,0,32.22018870586432,118.87769972443697,0.48666666666666664,1,1,8,7,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.25666666666666665,0.7433333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.87769972443697,32.22018870586432]}"
0000000000000000008b,922.6305130284632,2,2,2,2,2,2,2,2,2,2,BAMS150,5166,140,2,30,30,30,30,30,30,30,30,30,2,30,0,0,0,31.929044722281184,119.08224611463098,0.47999998927116394,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.25999999046325684,0.7400000095367432,0.0,2,"{""type"":""Point"",""coordinates"":[119.082246114631,31.929044722281187]}"
00000000000000000030,1236.1323965651877,2,2,2,2,2,2,2,2,2,2,BAMS150,7510,49,2,10,10,10,10,10,10,10,10,10,2,10,0,0,0,31.88062552846714,118.70154009722113,0.4699999988079071,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2633333333333333,0.7333333333333333,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.70154009722114,31.880625528467142]}"
00000000000000000064,1015.9225472024239,2,2,1,2,1,1,2,2,2,2,BAMS150,7332,101,2,10,10,50,10,50,50,10,10,10,1,50,1,1,0,31.648590690579063,119.16938269719056,0.4733333333333334,3,2,6,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2633333333333333,0.7366666666666667,0.0,1,"{""type"":""Point"",""coordinates"":[119.16938269719056,31.648590690579063]}"
00000000000000000014,1577.97267568759,2,2,2,2,2,2,2,2,2,2,BAMS150,5323,21,2,30,30,40,40,40,40,40,30,30,2,40,0,0,0,31.772378536730734,118.92953251633064,0.4666666666666666,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.26666666666666666,0.7333333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.92953251633065,31.77237853673073]}"
00000000000000000052,1089.8081242150197,2,2,2,2,2,2,1,1,1,2,BAMS150,5194,83,2,30,30,30,30,30,30,50,50,50,2,30,1,1,0,31.379904589098917,118.95477517581442,0.4666666666666666,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.26666666666666666,0.7333333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.95477517581445,31.37990458909892]}"
0000000000000000000a,1890.0182382875305,2,2,2,2,2,2,2,2,2,2,BAMS150,9425,11,2,60,60,60,60,60,40,60,60,40,2,60,0,0,0,31.632960004635382,118.89818131291489,0.45999999999999996,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27000001072883606,0.7300000190734863,0.0,2,"{""type"":""Point"",""coordinates"":[118.89818131291491,31.632960004635382]}"
00000000000000000026,1289.0062192693854,2,2,2,2,2,2,2,2,2,2,BAMS150,9562,39,2,40,30,30,30,30,30,30,30,30,2,30,0,0,0,31.357536538524343,119.16345381631538,0.45333333333333337,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27000001072883606,0.7233333333333334,0.006666666666666667,2,"{""type"":""Point"",""coordinates"":[119.16345381631542,31.357536538524343]}"
00000000000000000043,1139.9312453725147,2,2,2,2,2,2,2,2,2,2,BAMS150,7972,68,2,10,10,10,10,10,10,60,10,10,2,10,0,0,0,32.0862498970021,118.50705483820924,0.41666666666666663,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27000001072883606,0.6866666666666666,0.043333333333333335,2,"{""type"":""Point"",""coordinates"":[118.50705483820924,32.086249897002105]}"
00000000000000000066,1009.9660352708004,2,2,1,2,2,1,2,2,1,2,BAMS150,8872,103,2,40,40,50,40,40,50,40,40,50,2,40,1,1,0,31.851430281733258,118.7969411803946,0.45333333333333337,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27000001072883606,0.7233333333333334,0.006666666666666667,1,"{""type"":""Point"",""coordinates"":[118.79694118039463,31.85143028173325]}"
0000000000000000001c,1420.399011969651,2,2,2,2,2,2,2,2,2,2,BAMS150,9754,29,2,30,30,30,30,30,30,30,30,30,2,30,0,0,0,32.21291235206295,118.83907216721984,0.44000000000000006,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2733333333333333,0.7133333333333334,0.013333333333333334,2,"{""type"":""Point"",""coordinates"":[118.83907216721983,32.21291235206296]}"
0000000000000000002d,1244.5330949536165,2,2,2,2,2,2,2,2,2,2,BAMS150,5184,46,2,30,30,60,30,60,60,10,10,60,2,60,0,0,0,32.03783070318806,118.58242349054689,0.4466666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27666666666666667,0.7233333333333334,0.0,2,"{""type"":""Point"",""coordinates"":[118.58242349054692,32.03783070318806]}"
00000000000000000059,1055.0937566114624,2,2,1,2,2,1,1,1,1,2,BAMS150,9175,90,2,10,10,50,10,10,50,50,50,50,2,10,1,1,0,32.243544903251426,118.63021386366204,0.4466666666666667,5,5,4,3,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.27666666666666667,0.7233333333333334,0.0,1,"{""type"":""Point"",""coordinates"":[118.63021386366206,32.24354490325142]}"
0000000000000000001a,1474.9840701791945,1,2,2,2,2,1,2,2,1,2,BAMS150,5577,27,2,50,30,60,60,60,50,60,60,50,2,60,1,1,0,31.956443338446828,118.91219503134715,0.3866666666666666,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2800000011920929,0.6666666666666666,0.05333333333333334,1,"{""type"":""Point"",""coordinates"":[118.91219503134718,31.95644333844682]}"
00000000000000000016,1532.7851597835968,2,2,2,2,2,2,2,2,2,2,BAMS150,7847,23,2,30,30,40,30,30,40,30,30,40,2,30,0,0,0,31.551842134479394,118.92629858130783,0.43000000000000005,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2833333333333333,0.7133333333333334,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.92629858130785,31.551842134479397]}"
0000000000000000005d,1042.2859963100516,2,2,2,2,2,2,2,2,2,2,BAMS150,6424,94,2,60,60,30,60,60,30,60,10,10,2,60,0,0,0,31.95141277285576,118.96618377992272,0.43333333333333335,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2833333333333333,0.7166666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[118.96618377992272,31.951412772855765]}"
0000000000000000006e,981.0352412586944,2,1,2,2,2,2,2,2,2,2,BAMS150,8703,111,2,30,50,30,30,30,30,30,30,30,2,30,1,1,0,31.94683136490675,119.02259797976544,0.4033333333333333,1,1,8,7,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2833333333333333,0.6866666666666666,0.029999999329447746,1,"{""type"":""Point"",""coordinates"":[119.02259797976544,31.946831364906753]}"
0000000000000000004f,1099.7954556099717,1,2,1,2,2,2,2,2,2,2,BAMS150,8532,80,2,50,60,50,10,10,10,10,10,30,2,10,1,1,0,32.467405072054014,118.96169220350214,0.4266666666666667,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2866666666666667,0.7133333333333334,0.0,1,"{""type"":""Point"",""coordinates"":[118.96169220350214,32.467405072054014]}"
00000000000000000001,3105.1560144016908,2,2,2,2,2,2,2,2,2,2,BAMS150,9022,2,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.82690627447679,118.5630198804099,0.41999998688697815,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.28999999165534973,0.7099999785423279,0.0,2,"{""type"":""Point"",""coordinates"":[118.56301988040991,31.826906274476784]}"
00000000000000000018,1514.8210839247918,2,2,2,2,2,2,2,2,2,2,BAMS150,9773,25,2,40,40,40,10,40,40,10,40,40,2,40,0,0,0,31.797261870100847,119.02655056701556,0.38000000000000006,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.28999999165534973,0.6700000166893005,0.03999999910593033,2,"{""type"":""Point"",""coordinates"":[119.02655056701558,31.797261870100847]}"
00000000000000000077,956.7280042100077,2,2,2,2,2,2,2,2,2,2,BAMS150,6389,120,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.33624646629071,118.84446205892452,0.4033333333333334,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.28999999165534973,0.6933333333333334,0.016666666666666666,2,"{""type"":""Point"",""coordinates"":[118.84446205892455,31.33624646629071]}"
00000000000000000083,933.6019219068036,1,1,2,1,2,2,2,2,2,2,BAMS150,7007,132,2,50,50,10,50,40,10,10,40,40,2,40,1,1,0,32.245700859933315,118.84392306975408,0.4066666666666667,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.2966666666666667,0.7033333333333334,0.0,1,"{""type"":""Point"",""coordinates"":[118.8439230697541,32.245700859933315]}"
00000000000000000010,1633.4556867517467,2,2,2,2,2,2,2,2,2,2,BAMS150,8200,17,2,30,60,60,30,60,30,30,30,30,2,60,0,0,0,31.53962504661537,118.9968163311112,0.3933333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.30333333333333334,0.6966666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[118.99681633111122,31.539625046615377]}"
0000000000000000003e,1153.6838848098828,2,2,2,2,2,2,2,2,2,2,BAMS150,9241,63,2,30,30,30,30,30,30,30,30,30,2,30,0,0,0,31.945753386565805,118.98648570534384,0.3933333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.30333333333333334,0.6966666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[118.98648570534385,31.945753386565805]}"
00000000000000000048,1121.7315005293376,2,2,2,2,2,2,2,2,2,2,BAMS150,6467,73,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.940722820974734,118.58386079500148,0.3933333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.30333333333333334,0.6966666666666667,0.0,2,"{""type"":""Point"",""coordinates"":[118.58386079500153,31.940722820974738]}"
00000000000000000025,1301.7647376905454,2,2,2,2,2,2,2,2,2,2,BAMS150,6891,38,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,32.50513431398703,118.68689755808998,0.3866666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.30666666666666664,0.6933333333333334,0.0,2,"{""type"":""Point"",""coordinates"":[118.68689755809001,32.50513431398703]}"
00000000000000000034,1218.6829990679237,2,2,2,2,2,2,2,2,2,2,BAMS150,5721,53,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.96165356709472,118.88416759448262,0.3866666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.30666666666666664,0.6933333333333334,0.0,2,"{""type"":""Point"",""coordinates"":[118.88416759448262,31.961653567094725]}"
00000000000000000027,1285.4810006671735,2,2,2,2,2,2,2,2,2,2,BAMS150,5090,40,2,60,60,60,60,40,40,60,40,40,2,40,0,0,0,31.88646457781392,118.5810760176207,0.35333333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3100000023841858,0.6633333333333333,0.02666666666666667,2,"{""type"":""Point"",""coordinates"":[118.58107601762072,31.88646457781392]}"
00000000000000000007,2123.139444583813,2,2,2,2,2,2,2,2,2,2,BAMS150,6813,8,2,40,40,40,40,40,30,40,30,30,2,40,0,0,0,32.1922511005282,118.83997048250394,0.3666666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.31666666666666665,0.6833333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.83997048250396,32.1922511005282]}"
00000000000000000028,1276.9563648485482,2,2,2,2,2,2,2,2,2,2,BAMS150,9406,41,2,40,40,40,40,40,40,40,40,40,2,40,0,0,0,32.04456806781895,118.64701235947508,0.3666666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.31666666666666665,0.6833333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.64701235947508,32.04456806781896]}"
0000000000000000006f,972.8884930391396,1,2,2,2,2,2,2,2,1,2,BAMS150,6691,112,2,50,30,30,60,30,30,60,60,50,2,30,1,1,0,32.331040811924666,118.85335538023732,0.3666666666666667,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.31666666666666665,0.6833333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.85335538023732,32.33104081192466]}"
00000000000000000005,2392.372427227403,2,2,2,2,2,2,2,2,2,2,BAMS150,9032,6,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.812173903817232,118.55816897787564,0.36000000000000004,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3199999928474426,0.6800000071525574,0.0,2,"{""type"":""Point"",""coordinates"":[118.55816897787567,31.812173903817243]}"
0000000000000000000f,1652.610921100384,2,2,2,2,2,2,2,2,2,2,BAMS150,9339,16,2,30,30,60,60,60,60,60,30,30,2,60,0,0,0,31.97683509539634,118.77852571707017,0.36000000000000004,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3199999928474426,0.6800000071525574,0.0,2,"{""type"":""Point"",""coordinates"":[118.77852571707018,31.976835095396343]}"
00000000000000000040,1150.7807133625686,2,2,2,2,2,2,2,2,2,2,BAMS150,7097,65,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,31.892483290217516,118.79855814790604,0.36000000000000004,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3199999928474426,0.6800000071525574,0.0,2,"{""type"":""Point"",""coordinates"":[118.79855814790604,31.892483290217513]}"
00000000000000000019,1508.7683116573212,1,1,2,2,2,2,2,2,2,2,BAMS150,9678,26,2,50,50,10,60,60,40,60,40,40,2,60,1,1,0,31.74533924667874,118.65869045816862,0.35333333333333333,2,2,7,6,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3233333333333333,0.6766666666666666,0.0,1,"{""type"":""Point"",""coordinates"":[118.65869045816864,31.74533924667874]}"
0000000000000000007e,941.9165109751551,2,2,2,2,2,2,2,2,2,2,BAMS150,7644,127,2,10,10,10,10,10,10,10,10,10,2,10,0,0,0,31.89481890995623,118.90482884601737,0.3466666666666667,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.32666666666666666,0.6733333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.90482884601735,31.89481890995623]}"
0000000000000000001b,1445.4257946799287,1,2,2,1,2,2,1,1,2,2,BAMS150,8328,28,2,50,10,30,50,30,30,50,50,30,2,30,1,1,0,31.36328575634271,118.93824617458662,0.3400000035762787,4,4,5,4,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.33000001311302185,0.6700000166893005,0.0,1,"{""type"":""Point"",""coordinates"":[118.93824617458662,31.363285756342712]}"
0000000000000000003f,1152.448021705723,2,2,2,2,2,2,2,2,2,2,BAMS150,6402,64,2,10,10,40,10,10,40,10,40,40,2,10,0,0,0,31.88466794724568,118.67629743773736,0.3333333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.33000001311302185,0.6633333333333333,0.006666666666666667,2,"{""type"":""Point"",""coordinates"":[118.67629743773736,31.884667947245685]}"
00000000000000000021,1374.041758596165,2,2,2,2,2,2,2,2,2,2,BAMS150,8083,34,2,10,10,10,60,40,40,40,40,40,2,40,0,0,0,31.302829137721464,119.07380195096026,0.3333333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3333333333333333,0.6666666666666666,0.0,2,"{""type"":""Point"",""coordinates"":[119.07380195096027,31.30282913772146]}"
00000000000000000031,1227.81149929323,2,2,2,2,2,2,1,1,1,2,BAMS150,6159,50,2,30,30,30,30,30,30,50,50,50,2,30,1,1,0,31.983392796970413,118.53112968782364,0.32666666666666666,3,3,6,5,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.33666666666666667,0.6633333333333333,0.0,1,"{""type"":""Point"",""coordinates"":[118.53112968782364,31.983392796970413]}"
00000000000000000002,3076.9683277898976,2,2,2,2,2,2,2,2,2,2,BAMS150,6276,3,2,60,30,30,60,30,30,60,60,60,2,30,0,0,0,31.86912709283041,118.81005658354276,0.3199999928474426,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3400000035762787,0.6600000262260437,0.0,2,"{""type"":""Point"",""coordinates"":[118.81005658354276,31.869127092830407]}"
00000000000000000032,1225.5541831011024,2,2,1,2,1,1,2,1,1,2,BAMS150,6631,51,2,40,40,50,40,50,50,40,50,50,1,50,1,1,0,32.49552234044695,118.73567607801766,0.3199999928474426,5,4,4,4,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3400000035762787,0.6600000262260437,0.0,1,"{""type"":""Point"",""coordinates"":[118.73567607801765,32.49552234044695]}"
0000000000000000006b,989.7836366029074,2,2,2,2,2,2,2,2,2,2,BAMS150,8049,108,2,40,60,30,60,60,60,60,60,60,2,60,0,0,0,31.376401159490857,118.95423618664394,0.3199999928474426,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3400000035762787,0.6600000262260437,0.0,2,"{""type"":""Point"",""coordinates"":[118.95423618664394,31.37640115949085]}"
0000000000000000007a,949.5885077656953,2,2,2,2,2,2,2,2,2,2,BAMS150,8265,123,2,10,30,10,30,30,30,30,30,30,2,30,0,0,0,31.546452242774677,119.13318059124056,0.3199999928474426,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3400000035762787,0.6600000262260437,0.0,2,"{""type"":""Point"",""coordinates"":[119.13318059124056,31.546452242774677]}"
00000000000000000003,2535.791877298329,2,2,1,2,1,1,1,1,1,2,BAMS150,7873,4,2,30,30,50,60,50,50,50,50,50,1,50,1,1,0,31.66368238735227,119.05960856947117,0.3133333333333333,6,5,3,3,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3433333333333333,0.6566666666666666,0.0,1,"{""type"":""Point"",""coordinates"":[119.05960856947117,31.663682387352264]}"
0000000000000000000c,1758.9015409146775,1,1,1,2,1,1,2,1,1,2,BAMS150,6442,13,2,50,50,50,30,50,50,10,50,50,1,50,1,1,0,31.95293990883876,118.9343834188649,0.3133333333333333,7,6,2,2,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3433333333333333,0.6566666666666666,0.0,1,"{""type"":""Point"",""coordinates"":[118.93438341886488,31.952939908838765]}"
00000000000000000009,2006.8440793470936,2,2,2,2,2,2,2,2,2,2,BAMS150,7450,10,2,10,10,10,10,10,10,60,60,60,2,10,0,0,0,31.97854189443617,118.5563723473074,0.30666666666666664,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3466666666666667,0.6533333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[118.5563723473074,31.97854189443617]}"
00000000000000000037,1173.7343741933237,2,2,2,2,2,2,2,2,2,2,BAMS150,5140,56,2,30,30,30,30,30,30,30,30,30,2,30,0,0,0,32.131704650378545,118.57703359884216,0.30333333333333334,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3466666666666667,0.6499999761581421,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.57703359884216,32.131704650378545]}"
0000000000000000003d,1153.8799759994374,2,2,2,2,2,2,2,2,2,2,BAMS150,5445,62,2,60,30,30,60,30,30,60,60,30,2,30,0,0,0,32.21866156988131,119.06984936371012,0.30666666666666664,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3466666666666667,0.6533333333333333,0.0,2,"{""type"":""Point"",""coordinates"":[119.06984936371013,32.218661569881306]}"
00000000000000000012,1594.8411248611717,2,2,2,2,2,2,2,2,2,2,BAMS150,9240,19,2,60,60,60,60,60,60,60,60,60,2,60,0,0,0,32.06226487891611,118.5923049586722,0.29333333333333333,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3499999940395355,0.6433333333333333,0.006666666666666667,2,"{""type"":""Point"",""coordinates"":[118.59230495867222,32.06226487891612]}"
00000000000000000091,909.2037569454541,2,2,2,2,2,2,2,2,2,2,BAMS150,6602,146,2,40,40,40,30,40,40,40,40,40,2,40,0,0,0,32.01456433732936,118.68240598166938,0.30000000000000004,0,0,9,8,0,0,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.3499999940395355,0.6499999761581421,0.0,2,"{""type"":""Point"",""coordinates"":[118.68240598166942,32.01456433732936]}"
00000000000000000041,1146.4469788117842,2,2,3,2,2,3,2,2,3,2,BAMS150,6777,66,2,30,30,80,30,30,80,30,30,80,2,30,0,0,1,32.277860547104794,118.85712830443065,0.28999999165534973,0,0,6,5,3,3,Use suggest_C_if_uncertain ONLY when center is visually ambiguous between C1/C2; always confirm on imagery.,0.35333333333333333,0.6433333333333333,0.0033333333333333335,2,"{""type"":""Point"",""coordinates"":[118.85712830443063,32.277860547104794]}"
